Order UTM campaign,Order UTM content,Order UTM medium,Orders,Gross sales,Discounts,Returns,Net sales,Shipping charges,Duties,Additional fees,Taxes,Total sales,month_start,source_file
DTC_Sara_Conv_PP_Jun23 Campaign,DTC_SaraBoosters_Video_Bone,DTC_Sara_Conv_PP_Jun23 Ad Set,1,349.0,0.0,0,349.0,49,0,0,0.0,398.0,2025-12,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify Report with adset data - Dec_25.csv
DTC_Yakies_Manual,DTC_Yakies_Video_YakiesCompilation_Oct28,DTC_Yakies_DogDental,497,161157.93,-10730.45,0,150427.48,22344,0,0,2137.06,174908.54,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Yakies_Manual,DTC_Yakies_Video_IndustrialGlues_Jan14,DTC_Yakies_DogDental,154,40872.14,-943.34,0,39928.8,7203,0,0,739.62,47871.42,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
Social_Bio,Social_IG_sales,Social,151,274283.26,-8677.6,0,265605.66,1470,0,0,7610.22,274685.88,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_WinterPoblems_Dec11,DTC_Meowsi_CatInt,137,35732.13,-116.37,0,35615.76,6174,0,0,1209.4,42999.16,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Video_PumpkinMeetsCarrot_Nov19,DTC_YIMT_Conv_Dog-In_PP,106,54593.05,-3948.17,0,50644.88,4508,0,0,1113.87,56266.75,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter;25_Static_Winterwear_Jan05,DTC_Winter'25_Lifestyle,100,178364.51,-8237.75,0,170126.76,539,0,0,8788.33,179454.09,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_HUFT_OutletSale,DTC_HUFTOutletSale_Catalogue_Oct08,DTC_HUFTOutletSale_Pet,99,84003.97,-3473.03,0,80530.94,2695,0,0,1721.87,84947.81,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_CLH_Conv_06Aug,DTC_CLH_EOSS_Jan05,DTC_CLH_CONV_India_OldPerfAud,95,141510.75,-6396.78,0,135113.97,882,0,0,4320.26,140316.23,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Bed&MatOld _Manual,DTC_Beds&Mats_Video_EOSS_Jan05,DTC_Bed&Mats_Conv_DogSummer,87,192329.28,-10361.33,0,181967.95,294,0,0,6650.5,188912.45,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_EOSS_Jackets_Jan05,DTC_Winter'25_LifestyleCustomer,70,117713.84,-6080.94,0,111632.9,343,0,0,5717.8,117693.7,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_HeartyK_Video_DogFoodChupanaKyu_Dec31,DTC_Hearty_Conv_DogHealth,64,78471.64,-2134.26,0,76337.38,1519,0,0,2321.31,80177.69,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_HUFTTreats_Video_WorldOfHUFTTreats_Jan12,DTC_SaraTreats_TopStates,60,48883.54,-1395.28,0,47488.26,1421,0,0,1297.82,50207.08,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Remarketing_catalog_PV,DTC_Retargeting_CustomCatalogue_PV30_Apr24,DTC_Retargeting_CustomCatalogue_NewPV_30Days,58,100263.31,-2467.25,0,97796.06,686,0,0,2454.16,100936.22,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_BestDogFood_Dec09,DTC_SWF_Conv_TopSWFCities,55,25252.51,-704.78,0,24547.73,2352,0,0,199.62,27099.35,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Video_Testimonials_Jan14,DTC_YIMT_Conv_Dog-In_PP,52,22055.99,-1431.12,0,20624.87,2156,0,0,759.31,23540.18,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_winter_issues_rashi_Dec23_AM,DTC_SWF_IndiaDogProducts,51,58822.99,-2237.13,0,56585.86,882,0,0,544.84,58012.7,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_HUFTGourmetToys_Conv,DTC_HUFTToys_Static_EOSS_Jan05,DTC_HUFTGourmetToys_PetToys,51,102607.67,-5065.28,0,97542.39,490,0,0,1955.95,99988.34,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
{{campaign.name}},{{ad.name}},{{adset.name}},48,21911.47,-1304.74,0,20606.73,1862,0,0,721.15,23189.88,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter;25_Static_Sweaters_Jan09,DTC_Winter'25_Lifestyle,41,57122.74,-2572.73,0,54550.01,49,0,0,1695.3,56294.31,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_RealMeat&SeaFood_Nov17,DTC_Meowsi_CatInt – Copy,39,18034.59,-751.88,0,17282.71,1568,0,0,456.73,19307.44,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_HeartyK_Video_SamPoppins_Nov13,DTC_Hearty_NewNonFoodAud,37,46907.65,-2275.76,0,44631.89,784,0,0,1723.98,47139.87,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_Sweatshirts_Jan05,DTC_Winter'25_AllAboutPets,36,45964.09,-2202.7,0,43761.39,343,0,0,3255.35,47359.74,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_ReviewThatMatters_Dec26,DTC_SWF_Conv_478cities,35,39204.15,-2273.48,0,36930.67,735,0,0,240.72,37906.39,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_3PAud_Sales,DTC_Hearty_Video_50KPetParents_Dec29,DTC_Hearty_ThirdPartyRCFarmOrAcana,35,42247.13,-1507.98,0,40739.15,833,0,0,519.8,42091.95,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Video-GotMyEyesOnThePrice_Dec08,DTC_YIMT_Conv_Dog-In_PP,30,15947.85,-560.66,0,15387.19,1078,0,0,409.21,16874.4,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_Rs.99FtRashi_Jan16,DTC_SWF_IG-LA2,30,19720.95,-670.91,0,19050.04,1127,0,0,1135.36,21312.4,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
Social_Bio,IG_sales_bio,Social,29,26230.76,-877.03,0,25353.73,784,0,0,390.38,26528.11,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara_Conv_PP_Jun23 Campaign,DTC_SaraBoosters_Video_Bone&Supplements_Dec5,DTC_Sara_Conv_PP_Jun23 Ad Set,29,15837.78,-707.02,0,15130.76,1225,0,0,301.88,16657.64,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_NutriMeow_Conv,DTC_NutriMeow_Video_Cat'sStool_Dec30,DTC_NutriMeow_Cat,26,11340.73,-458.25,0,10882.48,882,0,0,289.07,12053.55,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_Sara.Treat_Catalogue_May05,DTC_SaraTreats_Travel&Dog,26,28279.34,-371.69,0,27907.65,735,0,0,904.07,29546.72,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_BlueSweater_Oct15,DTC_Winter'25_Lifestyle,20,30465.17,-3030.91,0,27434.26,98,0,0,293.99,27826.25,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_SaraTreats_Video_CompilationTestimonials_Jan13,DTC_SaraTreats_Travel&Dog,19,14181.14,-992.45,0,13188.69,441,0,0,223.74,13853.43,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_EOSS_Sweaters_Jan09,DTC_Winter'25_LifestyleCustomer,19,33245.69,-1839.75,0,31405.94,98,0,0,1391.64,32895.58,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Yakies_Manual,DTC_Yakies_Video_CalciumRich_Dec12,DTC_Yakies_DogDental,16,5322.56,-406.07,0,4916.49,686,0,0,95.31,5697.8,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_3PAud_Sales,DTC_Hearty_Video_15Sec-DogFoodNahIfUEL_jAN16,DTC_Hearty_ThirdPartyRCFarmOrAcana,14,25602.59,-818.88,0,24783.71,294,0,0,161.67,25239.38,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_Sweatshirts_Jan05 – Copy,DTC_Winter'25_AllAboutPets,13,21524.02,-1538.98,0,19985.04,196,0,0,1022.79,21203.83,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_HUFTGourmetToys_Conv,DTC_HUFTToys_Video_X'MasToys_Dec11,DTC_HUFTGourmetToys_PetToys,13,15771.58,-434.43,0,15337.15,294,0,0,93.88,15725.03,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_TaurineFtNishad_Dec08,DTC_Meowsi_CatInt – Copy,12,14504.27,-585.95,0,13918.32,294,0,0,49.21,14261.53,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter;25_Static_Jackets_Jan09,DTC_Winter'25_Lifestyle,10,20872.75,-1287.8,0,19584.95,0,0,0,1176.3,20761.25,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Video_Hershey-PinkSweater_Nov18,DTC_Winter'25_Lifestyle,10,22976.14,-2297.65,0,20678.49,0,0,0,1667.24,22345.73,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_Winterwear_Jan05,DTC_Winter'25_AllAboutPets,10,12663.04,-1080.12,0,11582.92,196,0,0,1039.76,12818.68,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_Sweater-WearACuddle_Oct24,DTC_Winter'25_LifestyleCustomer,9,12620.41,-750.21,0,11870.2,147,0,0,362.8,12380.0,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_UTIinWinters_Dec29,DTC_Meowsi_LA-CatFood&Breeds,8,2114.39,-107.25,0,2007.14,392,0,0,84.9,2484.04,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_IntoTheWild-30Sec_Jan20,DTC_Meowsi_CatInt – Copy,8,3783.46,-3.6,0,3779.86,245,0,0,21.3,4046.16,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_Hearty_Video_30Sec-DogFoodNahiFuel_Jan20,DTC_Hearty_Conv_DogHealth,8,21394.56,-1284.46,0,20110.1,49,0,0,154.35,20313.45,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
Hearty_Kibble,Hearty_Kibble_IG_FB,Social,7,16229.86,-298.02,0,15931.84,98,0,0,307.27,16337.11,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter,DTC_Winter'25_Lifestyle,7,19084.98,-1017.24,0,18067.74,0,0,0,454.32,18522.06,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_Hearty_Video_DogFoodEvolution_Dec29,DTC_Hearty_Conv_DogHealth,7,13883.2,-1360.06,0,12523.14,147,0,0,0.0,12670.14,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_OurDogsDependOnUs_Dec31,DTC_SWF_IG-LA2,6,11977.24,-557.2,0,11420.04,49,0,0,880.13,12349.17,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_3PAud_Sales,DTC_Hearty_NotMadeInLab_Nov11,DTC_Hearty_ThirdPartyRCFarmOrAcana,6,6431.18,0.0,0,6431.18,147,0,0,304.93,6883.11,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Bed,DTC_Beds,DTC_Bed,6,11457.57,-267.9,0,11189.67,0,0,0,138.71,11328.38,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_Sara.Treat_Catalogue_May05,DTC_SaraTreats_Travel,6,7667.85,-43.49,0,7624.36,196,0,0,376.82,8197.18,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_SaraTreats_Video_SundayMonday_Oct13,DTC_SaraTreats_TopStates,6,4075.16,-78.61,0,3996.55,196,0,0,53.11,4245.66,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_30SecsBenefitLed_Jan21,DTC_SWF_Conv_478cities,5,998.28,0.0,0,998.28,245,0,0,7.77,1251.05,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_SomethingDoneRight_Nov21,DTC_SWF_IndiaDogProducts,5,2608.81,0.0,0,2608.81,196,0,0,52.64,2857.45,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_SaraTreats_Video_Winter-SuperFoods_Dec05,DTC_SaraTreats_TopStates,5,3182.2,-210.7,0,2971.5,196,0,0,0.0,3167.5,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_IfYouCouldCook_Nov10,DTC_SWF_IndiaDogProducts,5,7068.6,-398.46,0,6670.14,147,0,0,0.0,6817.14,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_Jackets-out&about_Dec09,DTC_Winter'25_LifestyleCustomer,5,8530.69,-258.63,0,8272.06,49,0,0,244.71,8565.77,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_CLH_Conv_06Aug,DTC_CLH_Video_WalkMateHarness_Jan02,DTC_CLH_CONV_India_OldPerfAud,5,7800.73,-1008.29,0,6792.44,98,0,0,49.06,6939.5,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_TOFU-BenefitLead_Jan09,DTC_SWF_IndiaDogProducts,4,2433.54,0.0,0,2433.54,147,0,0,148.4,2728.94,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_WeDontMakeSameFood_Dec5,DTC_SWF_Conv_478cities,4,3001.65,-44.12,0,2957.53,98,0,0,46.91,3102.44,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_ForHealthierHappyLife_Dec26,DTC_SWF_Conv_TopSWFCities,4,3612.41,-337.61,0,3274.8,147,0,0,7.77,3429.57,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_HeartyB_Video_DoYouKnowFtLoki_Dec08,DTC_Hearty_NewNonFoodAud,3,1266.94,-160.13,0,1106.81,147,0,0,102.35,1356.16,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Video_SoftJackets_Dec12,DTC_Winter'25_Lifestyle,3,5394.5,-404.68,0,4989.82,0,0,0,0.0,4989.82,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_30Secs-InspiredByHome_Jan21,DTC_SWF_IndiaDogProducts,3,8291.67,-250.0,0,8041.67,49,0,0,0.0,8090.67,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Bed&MatOld _Manual,DTC_Beds&Mats_Video_RoyalSnooze_Dec15,DTC_Bed&Mats_Conv_DogSummer,3,6682.04,-1002.29,0,5679.75,0,0,0,651.22,6330.97,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
Cat_food_meowsi,IG_sales_bio,Social,3,3159.0,-3.6,0,3155.4,49,0,0,0.0,3204.4,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_Hearty_Video_15Sec-NeedToEvolve_Jan16,DTC_Hearty_NewNonFoodAud,3,7557.1,0.0,0,7557.1,98,0,0,0.0,7655.1,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_Jackets-ChilliMornings_Nov18,DTC_Winter'25_LifestyleCustomer,2,2748.0,-359.77,0,2388.23,0,0,0,0.0,2388.23,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_HeartyK_Video_NoFoulSmell_Nov18,DTC_Hearty_Conv_DogHealth,2,2049.0,0.0,0,2049.0,49,0,0,0.0,2098.0,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Bed&MatOld _Manual,DTC_Bed&Mats_Video_ForDeeperSleep_Jan30,DTC_Bed&Mats_Conv_DogSummer,2,7298.3,-314.89,0,6983.41,0,0,0,0.0,6983.41,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_NutriMeow_Conv,DTC_NutriMeow_Video_Rs65MeinKyaMilega_Jan21,DTC_NutriMeow_Cat,2,1673.07,-233.06,0,1440.01,49,0,0,10.73,1499.74,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_SaraTreats_Video_Lamb_Jerky_3_Dec_Am,DTC_SaraTreats_Travel&Dog,1,444.06,0.0,0,444.06,49,0,0,39.97,533.03,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_ASC_Catalogue_Oct1,DTC_Hearty_Catalogue_HUFTFrame_Oct01,DTC_Hearty_ASC_Cat_3P,1,299.0,0.0,0,299.0,49,0,0,0.0,348.0,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_FeelingTheChill_Oct31,DTC_Winter'25_AllAboutPets,1,1899.0,-284.85,0,1614.15,0,0,0,0.0,1614.15,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara_Conv_PP_Jun23 Campaign,DTC_SaraBoosters_Video_ExtraCare_Jan22,DTC_Sara_Conv_PP_Jun23 Ad Set,1,1147.0,0.0,0,1147.0,0,0,0,0.0,1147.0,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Static_CosiestComfiestPetBeds_Nov03,DTC_Winter'25_Lifestyle,1,4426.4,-150.0,0,4276.4,0,0,0,0.0,4276.4,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_RealMeat,DTC_Meowsi_CatInt – Copy,1,139.0,0.0,0,139.0,49,0,0,0.0,188.0,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Meowsi_Conv,52524410192277,DTC_Meowsi_LA-CatFood&Breeds,1,1527.6,0.0,0,1527.6,0,0,0,0.0,1527.6,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_HeartyK_Video_JaliHuiBread_N0v24,DTC_Hearty_NewNonFoodAud,1,250.0,0.0,0,250.0,49,0,0,0.0,299.0,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_3PAud_Sales,DTC_Hearty_Vidoe_3PTOFU-NeedToEvolve_Jan12,DTC_Hearty_ThirdPartyRCFarmOrAcana,1,3399.0,0.0,0,3399.0,0,0,0,0.0,3399.0,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Bed&MatOld _Manual,DTC_Bed&Mats_Video_Compilation-DreamInColor_Oct03,DTC_Bed&Mats_Conv_DogSummer,1,961.36,0.0,0,961.36,0,0,0,173.04,1134.4,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_SWF_Conv,DTC_SWF_Video_SonalikaTestimonial_Oct30,DTC_SWF_IndiaDogProducts,1,188.1,0.0,0,188.1,49,0,0,0.0,237.1,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_Hearty_Vidoe_TOFU-NeedToEvolve_Jan09,DTC_Hearty_NewNonFoodAud,1,269.1,0.0,0,269.1,49,0,0,0.0,318.1,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
eoss_ginger_the_golden_pup,,story_promotion,1,2198.3,-150.0,0,2048.3,0,0,0,0.0,2048.3,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara_Conv_PP_Jun23 Campaign,DTC_SaraBoosters_Video_Bone,DTC_Sara_Conv_PP_Jun23 Ad Set,1,349.0,0.0,0,349.0,49,0,0,0.0,398.0,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Winter'25_Conv,DTC_Winter'25_Video_JacketsComp_Nov21,DTC_Winter'25_Lifestyle,1,1499.0,-224.85,0,1274.15,0,0,0,0.0,1274.15,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Hearty_Conv_Manual,DTC_Hearty_Video_GravyConsistencySam_Nov6_Group_1,DTC_Hearty_Conv_DogHealth,1,803.55,-40.17,0,763.38,0,0,0,137.41,900.79,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_SaraTreats_Video_CompilationTestimonials_Jan13,DTC_SaraTreats_Travel,1,428.0,0.0,0,428.0,49,0,0,0.0,477.0,2026-01,dashboard_data/SWF-MetaXShopifyDashboard/Meta shopify report with adset data - Jan_26.csv
DTC_Yakies_Manual,DTC_Yakies_Video_YakiesCompilation_Oct28,DTC_Yakies_DogDental,412,122696.45,-10424.69,0,112271.76,18669,0,0,2415.21,133355.97,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_HUFT_OutletSale,DTC_HUFTOutletSale_Catalogue_Oct08,DTC_HUFTOutletSale_Pet,232,178358.87,-11133.68,0,167225.19,6909,0,0,4292.16,178426.35,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Yakies_Manual,DTC_Yakies_Video_IndustrialGlues_Jan14,DTC_Yakies_DogDental,133,40425.53,-1594.28,0,38831.25,6076,0,0,412.22,45319.47,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_HUFTGourmetToys_Conv,DTC_HUFTToys_Video_ValentineToys_Feb05,DTC_HUFTGourmetToys_PetToys,123,123104.84,-9275.24,0,113829.6,2695,0,0,3804.87,120329.47,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Video_GlutenFree_Feb17,DTC_YIMT_Conv_Dog-In_PP,103,41822.11,-1231.26,0,40590.85,4508,0,0,447.68,45546.53,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
Social_Bio,Social_IG_sales,Social,96,188303.88,-5478.66,0,182825.22,931,0,0,3512.11,187268.33,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Video-GotMyEyesOnThePrice_Dec08,DTC_YIMT_Conv_Dog-In_PP,79,42760.8,-758.18,0,42002.62,3234,0,0,1175.23,46411.85,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
