month_start,brand,paid_spend_platform,paid_revenue_platform,paid_revenue_shopify,paid_roas_platform,paid_roas_shopify,total_revenue_all_channels,mer,status_notes
2025-12,saras,2048142.03,6968972.66,1535647.0899999999,3.4025827105359485,0.7497756832811052,,,Pending Saras total revenue by channel file.
2026-01,saras,1597026.1500000001,5873322.33,998267.86,3.677661965647838,0.62507921989881,,,Pending Saras total revenue by channel file.
2026-02,saras,1574377.44,5446995.4399999995,989766.16,3.459777370793626,0.6286714575889757,,,Pending Saras total revenue by channel file.
