month_start,brand,channel,spend_platform,revenue_platform,revenue_shopify,roas_platform,roas_shopify,revenue_delta,roas_delta,status
2025-12,saras,google,408498.63,1148756.9500000002,1241285.08,2.8121439477043046,3.0386517575346583,-92528.12999999987,-0.2265078098303536,ok
2025-12,saras,meta,1409651.57,5137099.71,341679.5,3.6442336669053614,0.2423857833180719,4795420.21,3.4018478835872896,ok
2026-01,saras,google,236296.86,839583.53,802433.23,3.553087967398297,3.395869204525189,37150.30000000005,0.1572187628731081,ok
2026-01,saras,meta,775995.8400000001,4119368.8,203397.01,5.308493406356405,0.2621109540999601,3915971.79,5.046382452256445,ok
2026-02,saras,google,355429.41,787081.33,754449.99,2.214451893556023,2.1226436776855353,32631.339999999967,0.0918082158704876,ok
2026-02,saras,meta,779293.5700000001,3475003.11,251107.2,4.459170771805546,0.3222241394857139,3223895.9099999997,4.136946632319832,ok
