Ad set name,Ad set delivery,Results,Result indicator,Cost per results,Ad set budget,Ad set budget type,Amount spent (INR),Impressions,Reach,"CPM (cost per 1,000 impressions) (INR)",Purchases,Ends,Attribution setting,Purchase ROAS (return on ad spend),Results ROAS,Result value indicator,Results value,CTR (all),3-second video plays,CPC (all) (INR),Link clicks
BlinkitXHuft_SWF_DogNeeds,active,2033,catalog_segment_actions:omni_purchase,113.1292819,3500,Daily,229991.83,4068605,780811,56.528424,,Ongoing,7-day click or 1-day view,,2.97017507,catalog_segment_value:omni_purchase,683116,0.384432,,14.70442,11665
